agency_name,separation,Trump_Separations
"NV60-U.S. ATLANTIC FLEET, COMMANDER IN CHIEF",Quit,242
"NV70-U.S. PACIFIC FLEET, COMMANDER IN CHIEF",Quit,249
NV72-NAVAL RESERVE FORCE,Quit,4
NV74-NAVAL SPECIAL WARFARE COMMAND,Quit,21
NV76-NAVAL EDUCATION AND TRAINING COMMAND,Quit,60
OM00-OFFICE OF PERSONNEL MANAGEMENT,Quit,64
OS00-OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,Quit,0
PU00-PEACE CORPS,Quit,0
QQ00-OFFICE OF NATIONAL DRUG CONTROL POLICY,Quit,4
RE00-OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION,Quit,1
RF00-FEDERAL RETIREMENT THRIFT INVESTMENT BOARD,Quit,4
RH00-ARMED FORCES RETIREMENT HOME,Quit,9
RO**-UNSPECIFIED,Quit,0
RO00-MEDICAID AND CHIP PAYMENT AND ACCESS COMMISSION,Quit,1
RR00-RAILROAD RETIREMENT BOARD,Quit,2
RS00-FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION,Quit,0
RZ00-RECOVERY ACT ACCOUNTABILITY & TRANSPARENCY BOARD,Quit,0
SB00-SMALL BUSINESS ADMINISTRATION,Quit,34
SE00-SECURITIES AND EXCHANGE COMMISSION,Quit,66
SK00-CONSUMER PRODUCT SAFETY COMMISSION,Quit,6
SM01-NATIONAL GALLERY OF ART,Quit,21
SM02-WOODROW WILSON INTERNATIONAL CENTER FOR SCHOLARS,Quit,1
SM03-SMITHSONIAN INSTITUTION (EXCEPT UNITS ADMINISTERED UNDER SEPARATE BOARDS OF TRUSTEES),Quit,63
SM04-JOHN F. KENNEDY CENTER FOR THE PERFORMING ARTS,Quit,0
SS00-SELECTIVE SERVICE SYSTEM,Quit,4
ST00-DEPARTMENT OF STATE,Quit,178
SZ00-SOCIAL SECURITY ADMINISTRATION,Quit,512
TB00-NATIONAL TRANSPORTATION SAFETY BOARD,Quit,2
TC00-U.S. INTERNATIONAL TRADE COMMISSION,Quit,5
TD01-OFFICE OF THE SECRETARY OF TRANSPORTATION,Quit,38
TD03-FEDERAL AVIATION ADMINISTRATION,Quit,186
TD04-FEDERAL HIGHWAY ADMINISTRATION,Quit,46
TD05-FEDERAL RAILROAD ADMINISTRATION,Quit,12
TD06-SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION,Quit,0
TD09-FEDERAL TRANSIT ADMINISTRATION,Quit,11
TD10-NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,Quit,9
"TD11-OFFICE OF THE SECRETARY, RESEARCH AND TECHNOLOGY",Quit,0
TD12-OFFICE OF INSPECTOR GENERAL,Quit,3
TD13-MARITIME ADMINISTRATION,Quit,15
TD15-SURFACE TRANSPORTATION BOARD,Quit,2
TD16-PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION,Quit,15
TD17-FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,Quit,8
TN00-OFFICE OF THE U.S. TRADE REPRESENTATIVE,Quit,13
TR35-OFFICE OF THRIFT SUPERVISION,Quit,0
TR36-SPECIAL INSPECTOR GENERAL FOR THE TROUBLED ASSETS RELIEF PROGRAM (TARP),Quit,1
TR40-ALCOHOL AND TOBACCO TAX AND TRADE BUREAU,Quit,1
TR91-DEPARTMENTAL OFFICES,Quit,102
TR93-INTERNAL REVENUE SERVICE,Quit,2053
TR95-OFFICE OF INSPECTOR GENERAL,Quit,1
TRAA-FINANCIAL MANAGEMENT SERVICE,Quit,0
TRAB-BUREAU OF THE PUBLIC DEBT,Quit,0
TRAD-U.S. MINT,Quit,13
TRAF-FINANCIAL CRIMES ENFORCEMENT NETWORK,Quit,1
TRAI-BUREAU OF ENGRAVING AND PRINTING,Quit,2
TRAJ-OFFICE OF THE COMPTROLLER OF THE CURRENCY,Quit,77
TRFD-BUREAU OF THE FISCAL SERVICE,Quit,19
TRTG-OFFICE OF THE INSPECTOR GENERAL FOR TAX ADMINISTRATION,Quit,3
TS00-OFFICE OF SCIENCE AND TECHNOLOGY POLICY,Quit,2
UJ00-JAPAN-UNITED STATES FRIENDSHIP COMMISSION,Quit,0
UT00-UTAH RECLAMATION MITIGATION AND CONSERVATION COMMISSION,Quit,0
VA**-UNSPECIFIED,Quit,0
VAAA-OFFICE OF THE SECRETARY,Quit,6
VAAD-BOARD OF VETERANS APPEALS,Quit,4
VAAE-GENERAL COUNSEL,Quit,8
VAAF-INSPECTOR GENERAL,Quit,9
VAAG-MY VA INITIATIVE,Quit,1
VABA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR HUMAN RESOURCES AND ADMINISTRATION,Quit,0
VABC-ASSISTANT SECRETARY FOR HUMAN RESOURCES MANAGEMENT,Quit,3
VABD-ASSISTANT SECRETARY FOR DIVERSITY & INCLUSION,Quit,0
VABE-DEPUTY ASSISTANT SECRETARY FOR ADMINISTRATION,Quit,0
VABF-DEPUTY ASSISTANT SECRETARY FOR OFFICE OF RESOLUTION MANAGEMENT,Quit,2
VABG-DEPUTY ASSISTANT SECRETARY FOR CORPORATE SENIOR EXECUTIVE MANAGEMENT,Quit,0
VABH-DEPUTY ASSISTANT SECRETARY FOR LABOR MANAGEMENT RELATIONS,Quit,0
VABI-DEAN FOR VA LEARNING UNIVERSITY,Quit,0
VABJ-VETERAN EMPLOYMENT SERVICES OFFICE,Quit,0
VABK-OFFICE OF ENTERPRISE OPERATIONS,Quit,0
VADA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR MANAGEMENT,Quit,0
VADC-DEPUTY ASSISTANT SECRETARY FOR BUDGET,Quit,0
VADD-DEPUTY ASSISTANT SECRETARY FOR FINANCE,Quit,10
VADG-DEPUTY ASSISTANT SECRETARY FOR ACQUISITION AND MATERIEL MANAGEMENT,Quit,7
VAEA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,Quit,1
VAEB-DEPUTY ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY,Quit,35
"VAGA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR OPERATIONS, SECURITY, AND PREPAREDNESS",Quit,0
VAGB-DEPUTY ASSISTANT SECRETARY FOR SECURITY AND LAW ENFORCEMENT,Quit,1
VAGC-DEPUTY ASSISTANT SECRETARY FOR EMERGENCY MANAGEMENT,Quit,2
VAHA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR POLICY AND PLANNING,Quit,1
VAHB-DEPUTY ASSISTANT SECRETARY FOR PROGRAM AND DATA ANALYSIS,Quit,0
VAHC-DEPUTY ASSISTANT SECRETARY FOR PLANNING AND EVALUATION,Quit,0
VAHD-NATIONAL CENTER FOR VETERAN ANALYSIS AND STATISTICS,Quit,0
VAHG-VET CUSTOMER EXPER (VCE),Quit,0
VAJA-OFFICE OF THE ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,Quit,0
VAJB-DEPUTY ASSISTANCE SECRETARY FOR INTERGOVERNMENTAL AFFAIRS,Quit,2
VAJC-DEPUTY ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,Quit,0
VAKA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR CONGRESSIONAL AND LEGISLATIVE AFFAIRS,Quit,1
VAKB-DEPUTY ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS,Quit,2
VALA-VETERANS BENEFITS ADMINISTRATION,Quit,337
VAPA-NATIONAL CEMETERY ADMINISTRATION,Quit,50
VATA-VETERANS HEALTH ADMINISTRATION,Quit,7295
VB00-COMMISSION TO ELIMINATE CHILD ABUSE AND NEGLECT FATALITIES,Quit,0
VD00-PRIVACY AND CIVIL LIBERTIES OVERSIGHT BOARD,Quit,4
WX00-WORLD WAR 1 CENTENNIAL COMMISSION,Quit,0
YF00-FINANCIAL CRISIS INQUIRY COMMISSION,Quit,0
YG00-RONALD REAGAN CENTENNIAL COMMISSION,Quit,0
ZL**-UNSPECIFIED,Quit,1
ZL00-MEDICARE PAYMENT ADVISORY COMMISSION,Quit,0
ZP00-U.S. COMMISSION ON INTERNATIONAL RELIGIOUS FREEDOM,Quit,0
ZS00-UNITED STATES-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION,Quit,0
ZU00-DWIGHT D. EISENHOWER MEMORIAL COMMISSION,Quit,0
AA00-ADMINISTRATIVE CONFERENCE OF THE UNITED STATES,Retirement,0
AB**-UNSPECIFIED,Retirement,0
AB00-AMERICAN BATTLE MONUMENTS COMMISSION,Retirement,0
AF**-UNSPECIFIED,Retirement,0
AF02-AIR FORCE INSPECTION AGENCY (FO),Retirement,2
AF03-AIR FORCE OPERATIONAL TEST AND EVALUATION CENTER,Retirement,2
AF04-AIR FORCE COMMUNICATIONS AGENCY,Retirement,0
AF05-AIR FORCE INTELLIGENCE ANALYSIS AGENCY,Retirement,0
AF06-AIR FORCE AUDIT AGENCY,Retirement,11
AF07-AIR FORCE OFFICE OF SPECIAL INVESTIGATIONS,Retirement,5
AF08-AIR FORCE OFFICE OF SECURITY POLICE,Retirement,0
AF09-AIR FORCE PERSONNEL CENTER,Retirement,35
AF0B-U.S. AIR FORCE ACADEMY,Retirement,24
"AF0D-U.S. AIR FORCES, EUROPE",Retirement,7
AF0J-AIR EDUCATION AND TRAINING COMMAND,Retirement,312
"AF0M-HEADQUARTERS, AIR FORCE RESERVE",Retirement,198
"AF0N-HEADQUARTERS, U.S. AIR FORCE",Retirement,0
AF0R-PACIFIC AIR FORCES,Retirement,51
AF0U-25 AF,Retirement,0
AF0V-AIR FORCE SPECIAL OPERATIONS COMMAND,Retirement,19
AF11-AIR FORCE MANPOWER AGENCY,Retirement,0
AF12-AIR FORCE PUBLIC AFFAIRS AGENCY,Retirement,2
AF13-HQ USAF AND SUPPORT ELEMENTS,Retirement,44
AF14-AIR FORCE INSTALLATION CONTRACTING AGENCY,Retirement,0
AF15-AIR FORCE CIVIL ENGINEER CENTER,Retirement,0
AF16-AIR FORCE MORTUARY AFFAIRS OPERATIONS,Retirement,0
AF17-AF INSTALLATION AND MISSION SUPPORT,Retirement,40
AF1B-AIR FORCE MANPOWER ANALYSIS AGENCY,Retirement,1
AF1C-AIR COMBAT COMMAND,Retirement,198
AF1G-AIR FORCE LOGISTICS MANAGEMENT AGENCY,Retirement,0
AF1L-AIR MOBILITY COMMAND,Retirement,188
AF1M-AIR FORCE MATERIEL COMMAND,Retirement,1233
AF1P-AIR FORCE REAL PROPERTY AGENCY,Retirement,0
AF1Q-HQ AF FLIGHT STANDARDS AGENCY,Retirement,0
"AF1S-HEADQUARTERS, AIR FORCE SPACE COMMAND",Retirement,131
AF1W-AIR FORCE ENGINEERING AND SERVICES CENTER,Retirement,0
AF1Y-AIR FORCE CIVILIAN CAREER TRAINING,Retirement,2
AF20-AIR FORCE AGENCY FOR MODELING/SIMULATION,Retirement,0
AF24-HQ USAF DIRECT SUPPORT ELEMENT,Retirement,0
AF25-AF-WIDE SUPPORT ELEMENT,Retirement,0
AF2A-AIR FORCE COST ANALYSIS AGENCY,Retirement,2
AF2D-AIR FORCE PERSONNEL OPERATIONS AGENCY,Retirement,0
AF2E-AIR FORCE LEGAL OPERATIONS AGENCY,Retirement,7
AF2F-AIR FORCE MEDICAL SERVICES CENTER,Retirement,2
AF2H-AIR FORCE COMBAT OPERATIONS STAFF,Retirement,0
AF2I-AIR NATIONAL GUARD SUPPORT CENTER,Retirement,16
AF2K-AIR FORCE HISTORICAL RESEARCH AGENCY,Retirement,1
AF2L-AIR FORCE TECHNICAL APPLICATIONS CENTER,Retirement,8
AF2M-AIR FORCE REVIEW BOARDS AGENCY,Retirement,0
AF2Q-AIR WEATHER SERVICE,Retirement,0
AF2R-AIR FORCE PROGRAM EXECUTIVE OFFICE,Retirement,0
AF2S-AIR FORCE ELEMENTS NORAD,Retirement,1
AF2T-AIR FORCE SAFETY CENTER,Retirement,1
"AF2U-AIR FORCE MORALE, WELFARE AND RECREATION CENTER",Retirement,0
AF2Z-AIR FORCE MEDICAL OPERATIONS AGENCY,Retirement,2
AF34-AIR NATIONAL GUARD,Retirement,10
"AF3C-AIR FORCE ELEMENTS, U.S. CENTRAL COMMAND",Retirement,3
"AF3D-AIR FORCE ELEMENTS, U.S. SPECIAL OPERATIONS COMMAND",Retirement,13
"AF3N-AIR FORCE ELEMENTS, U.S. ATLANTIC COMMAND",Retirement,0
"AF3Q-AIR FORCE ELEMENTS, U.S. STRATEGIC COMMAND",Retirement,33
"AF3T-AIR FORCE ELEMENTS, U.S. TRANSPORTATION COMMAND",Retirement,11
AF3V-AIR FORCE ELEMENTS,Retirement,12
AF3W-AIR FORCE CENTER FOR ENGINEER & ENVIRONMENT,Retirement,0
AF40-NATIONAL AIR AND SPACE INTELLIGENCE CENTER,Retirement,23
"AF4D-AIR FORCE ELEMENTS, U.S. NORTHERN COMMAND",Retirement,12
AF4V-NON-DOD AND OTHER SUPPORT,Retirement,1
AF4W-AIR FORCE DISTRICT OF WASHINGTON,Retirement,16
AF5J-AIR FORCE FINANCIAL SERVICES,Retirement,0
AF5K-AIR FORCE PETROLEUM AGENCY,Retirement,0
AFGS-AIR FORCE GLOBAL STRIKE COMMAND,Retirement,70
AFNG-AIR NATIONAL GUARD UNITS (TITLE 32),Retirement,153
"AFZG-U.S. SPECIAL OPERATIONS COMMAND (ANG, TITLE 32)",Retirement,1
AG01-OFFICE OF THE SECRETARY OF AGRICULTURE,Retirement,3
AG02-AGRICULTURAL MARKETING SERVICE,Retirement,46
AG03-AGRICULTURAL RESEARCH SERVICE,Retirement,129
AG07-RURAL HOUSING SERVICE,Retirement,136
AG08-RISK MANAGEMENT AGENCY,Retirement,12
AG10-FOREIGN AGRICULTURAL SERVICE,Retirement,13
AG11-FOREST SERVICE,Retirement,776
AG13-OFFICE OF COMMUNICATIONS,Retirement,3
AG14-OFFICE OF THE GENERAL COUNSEL,Retirement,6
AG15-RURAL UTILITIES SERVICE,Retirement,7
AG16-NATURAL RESOURCES CONSERVATION SERVICE,Retirement,299
AG18-ECONOMIC RESEARCH SERVICE,Retirement,12
AG20-NATIONAL AGRICULTURAL STATISTICS SERVICE,Retirement,11
AG22-NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,Retirement,9
AG23-OFFICE OF THE INSPECTOR GENERAL,Retirement,18
AG30-FOOD AND NUTRITION SERVICE,Retirement,32
AG32-RURAL BUSINESS-COOPERATIVE SERVICE,Retirement,2
AG34-ANIMAL AND PLANT HEALTH INSPECTION SERVICE,Retirement,105
"AG36-GRAIN INSPECTION, PACKERS AND STOCKYARDS ADMINISTRATION",Retirement,20
AG37-FOOD SAFETY AND INSPECTION SERVICE,Retirement,238
AG38-OFFICE OF THE CHIEF ECONOMIST,Retirement,0
AG42-OFFICE OF BUDGET AND PROGRAM ANALYSIS,Retirement,0
AG90-OFFICE OF THE CHIEF FINANCIAL OFFICER,Retirement,35
AGAO-OFFICE OF ADVOCACY AND OUTREACH,Retirement,0
AGCR-CIVIL RIGHTS,Retirement,2
AGDA-DEPARTMENTAL ADMINISTRATION,Retirement,7
AGES-OFFICE OF THE EXECUTIVE SECRETARIAT,Retirement,1
AGFA-FARM SERVICE AGENCY,Retirement,145
AGHL-HOMELAND SECURITY STAFF,Retirement,1
AGIT-OFFICE OF THE CHIEF INFORMATION OFFICER,Retirement,32
AGNA-NATIONAL APPEALS DIVISION,Retirement,5
AH01-NATIONAL ENDOWMENT FOR THE ARTS,Retirement,2
AH02-NATIONAL ENDOWMENT FOR THE HUMANITIES,Retirement,8
AH03-INSTITUTE OF MUSEUM AND LIBRARY SERVICES,Retirement,0
AM00-AGENCY FOR INTERNATIONAL DEVELOPMENT,Retirement,39
AN00-AFRICAN DEVELOPMENT FOUNDATION,Retirement,2
AP00-APPALACHIAN REGIONAL COMMISSION,Retirement,0
AR2A-UNITED STATES ARMY CYBER COMMAND,Retirement,4
AR3A-U.S. ARMY CENTRAL,Retirement,3
AR5A-U.S. ARMY NORTH,Retirement,1
ARA1-US ARMY AFRICA/SOUTHERN EUROPEAN TASK FORCE (USAFRAF/SETAF),Retirement,2
ARAA-U. S. ARMY ACCESSION COMMAND,Retirement,0
ARAE-U.S. ARMY ACQUISITION SUPPORT CENTER,Retirement,121
ARAN-U.S. ARMY NATIONAL MILITARY CEMETERIES,Retirement,4
ARAP-U. S. MILITARY ENTRANCE PROCESSING COMMAND,Retirement,39
ARAS-U.S. ARMY INTELLIGENCE AND SECURITY COMMAND,Retirement,66
ARAT-U.S. ARMY TEST AND EVALUATION COMMAND,Retirement,92
ARBA-U.S. ARMY INSTALLATION MANAGEMENT COMMAND,Retirement,745
ARCB-U.S. ARMY CRIMINAL INVESTIGATION COMMAND,Retirement,12
ARCE-U.S. ARMY CORPS OF ENGINEERS,Retirement,768
ARCS-IMMEDIATE OFFICE OF THE CHIEF OF STAFF OF THE ARMY,Retirement,43
ARE1-IMMEDIATE OFFICE OF THE COMMANDER-IN-CHIEF OF THE U.S. ARMY EUROPE AND SEVENTH ARMY,Retirement,9
ARE2-21ST THEATER ARMY AREA COMMAND,Retirement,4
ARE5-U.S. ARMY V CORPS,Retirement,0
AREN-SEVENTH ARMY TRAINING COMMAND,Retirement,5
ARFC-U.S. ARMY FORCES COMMAND,Retirement,36
ARG6-U.S. ARMY NETWORK ENTERPRISE TECHNOLOGY COMMAND/9TH ARMY SIGNAL COMMAND,Retirement,77
ARGB-OFFICE OF THE CHIEF OF THE NATIONAL GUARD BUREAU,Retirement,22
ARHR-U.S. ARMY RESERVE COMMAND,Retirement,110
ARJ1-U.S. ARMY ELEMENT SHAPE,Retirement,3
ARJA-JOINT ACTIVITIES,Retirement,24
ARMA-U.S. MILITARY ACADEMY,Retirement,18
ARMC-U.S. ARMY MEDICAL COMMAND,Retirement,653
ARMW-U.S. ARMY MILITARY DISTRICT OF WASHINGTON,Retirement,6
ARNG-ARMY NATIONAL GUARD UNITS (TITLE 32),Retirement,189
"ARP1-U.S. ARMY, PACIFIC",Retirement,17
ARP8-EIGHTH U.S. ARMY,Retirement,0
ARSA-OFFICE OF THE SECRETARY OF THE ARMY,Retirement,34
ARSB-FIELD OPERATING OFFICES OF THE OFFICE OF THE SECRETARY OF THE ARMY,Retirement,21
ARSC-U. S. ARMY SPACE AND MISSILE DEFENSE COMMAND/U. S. ARMY FORCES STRATEGIC COMMAND,Retirement,25
ARSE-HQDA FIELD OPERATING AGENCIES AND STAFF SUPPORT AGENCIES AND STAFF SUPPORT AGENCIES,Retirement,116
ARSF-MISCELLANEOUS FIELD OPERATING AGENCIES,Retirement,0
"ARSJ-JOINT SERVICES AND ACTIVITIES SUPPORTED BY THE OFFICE, SECRETARY OF THE ARMY",Retirement,38
ARSO-U.S. ARMY SOUTH,Retirement,1
ARSP-U.S. SPECIAL OPERATIONS COMMAND (ARMY),Retirement,23
ARTA-U.S. ARMY ACCESSIONS COMMAND,Retirement,48
ARTC-U.S. ARMY TRAINING AND DOCTRINE COMMAND,Retirement,238
ARTW-U.S. ARMY WAR COLLEGE,Retirement,3
ARX1-414TH SUPPORT BRIGADE,Retirement,2
"ARX2-HEADQUARTERS, AMC",Retirement,38
"ARX4-TRAINING ACTIVITIES, AMC",Retirement,0
ARX6-U.S. ARMY AVIATION AND MISSILE COMMAND,Retirement,137
ARX7-U.S. ARMY TANK-AUTOMOTIVE AND ARMAMENT COMMAND (TACOM),Retirement,217
ARX8-U.S. ARMY COMMUNICATIONS ELECTRONICS COMMAND,Retirement,78
ARXB-U.S. ARMY CHEMICAL MATERIALS ACTIVITY,Retirement,7
ARXC-U.S. ARMY SUSTAINMENT COMMAND,Retirement,146
ARXD-U. S. ARMY CONTRACTING COMMAND,Retirement,95
ARXK-MATERIEL ACQUISITION ACTIVITIES,Retirement,5
ARXP-U.S. ARMY SECURITY ASSISTANCE COMMAND,Retirement,16
ARXQ-U.S. ARMY JOINT MUNITIONS COMMAND,Retirement,107
"ARXR-U.S. ARMY RESEARCH, DEVELOPMENT AND ENGINEERING COMMAND",Retirement,278
ARXT-U.S. ARMY MILITARY SURFACE DEPLOYMENT AND DISTRIBUTION COMMAND,Retirement,19
ARXX-MATERIEL READINESS ACTIVITIES,Retirement,8
AU00-FEDERAL LABOR RELATIONS AUTHORITY,Retirement,6
AW00-ARCTIC RESEARCH COMMISSION,Retirement,0
BD00-MERIT SYSTEMS PROTECTION BOARD,Retirement,4
BF00-DEFENSE NUCLEAR FACILITIES SAFETY BOARD,Retirement,1
BG00-PENSION BENEFIT GUARANTY CORPORATION,Retirement,19
BH00-COMMISSION FOR THE PRESERVATION OF AMERICA'S HERITAGE ABROAD,Retirement,0
BK00-JAMES MADISON MEMORIAL FELLOWSHIP FOUNDATION,Retirement,0
BO00-OFFICE OF MANAGEMENT AND BUDGET,Retirement,8
BT00-ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD,Retirement,2
BW00-NUCLEAR WASTE TECHNICAL REVIEW BOARD,Retirement,0
BZ00-CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,Retirement,0
CC00-COMMISSION ON CIVIL RIGHTS,Retirement,2
CE00-COUNCIL OF ECONOMIC ADVISERS,Retirement,0
CF00-COMMISSION OF FINE ARTS,Retirement,1
CM51-OFFICE OF THE SECRETARY,Retirement,17
CM52-ECONOMIC DEVELOPMENT ADMINISTRATION,Retirement,2
CM53-BUREAU OF ECONOMIC ANALYSIS,Retirement,4
CM54-NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,Retirement,283
CM55-INTERNATIONAL TRADE ADMINISTRATION,Retirement,14
CM56-PATENT AND TRADEMARK OFFICE,Retirement,90
CM57-NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,Retirement,57
CM59-MINORITY BUSINESS DEVELOPMENT AGENCY,Retirement,0
CM61-NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION,Retirement,5
CM62-NATIONAL TECHNICAL INFORMATION SERVICE,Retirement,3
CM63-BUREAU OF THE CENSUS,Retirement,171
CM64-OFFICE OF THE INSPECTOR GENERAL,Retirement,1
CM65-ECONOMICS AND STATISTICS ADMINISTRATION,Retirement,0
CM67-BUREAU OF INDUSTRY AND SECURITY,Retirement,10
CT00-COMMODITY FUTURES TRADING COMMISSION,Retirement,6
CU00-NATIONAL CREDIT UNION ADMINISTRATION,Retirement,35
DB00-PUBLIC INTEREST DECLASSIFICATION BOARD,Retirement,0
DD01-OFFICE OF THE SECRETARY OF DEFENSE,Retirement,46
DD02-ORGANIZATION OF THE JOINT CHIEFS OF STAFF,Retirement,19
DD04-DEFENSE INFORMATION SYSTEMS AGENCY,Retirement,73
DD06-DEFENSE SECURITY COOPERATION AGENCY,Retirement,24
DD07-DEFENSE LOGISTICS AGENCY,Retirement,636
DD08-U.S. COURT OF APPEALS FOR THE ARMED FORCES,Retirement,1
DD10-DEFENSE CONTRACT AUDIT AGENCY,Retirement,77
DD12-DEFENSE SECURITY SERVICE,Retirement,13
DD13-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY,Retirement,1
DD15-UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES,Retirement,12
DD16-DEPARTMENT OF DEFENSE EDUCATION ACTIVITY,Retirement,294
DD21-WASHINGTON HEADQUARTERS SERVICES,Retirement,41
DD23-OFFICE OF ECONOMIC ADJUSTMENT,Retirement,0
DD25-DEFENSE LEGAL SERVICES AGENCY,Retirement,3
DD26-OFFICE OF THE INSPECTOR GENERAL,Retirement,36
DD27-MISSILE DEFENSE AGENCY,Retirement,39
DD29-DEFENSE TECHNOLOGY SECURITY ADMINISTRATION,Retirement,4
DD34-DEFENSE COMMISSARY AGENCY,Retirement,266
DD35-DEFENSE FINANCE AND ACCOUNTING SERVICE,Retirement,226
DD48-DEFENSE HUMAN RESOURCES ACTIVITY,Retirement,28
DD53-DEFENSE POW/MIA ACCOUNTING AGENCY,Retirement,3
DD58-DEFENSE PRISONER OF WAR/MISSING PERSONNEL OFFICE,Retirement,0
DD60-DEFENSE HEALTH AGENCY,Retirement,103
DD61-DEFENSE THREAT REDUCTION AGENCY,Retirement,34
DD63-DEFENSE CONTRACT MANAGEMENT AGENCY,Retirement,357
DD65-PENTAGON FORCE PROTECTION AGENCY,Retirement,8
DD68-DEPARTMENT OF DEFENSE TEST RESOURCE MANAGEMENT CENTER,Retirement,1
DD69-NATIONAL DEFENSE UNIVERSITY,Retirement,7
DD71-DEFENSE MICROELECTRONICS ACTIVITY,Retirement,6
DD74-DEFENSE TECHNICAL INFORMATION CENTER,Retirement,9
DD77-BUSINESS TRANSFORMATION AGENCY,Retirement,0
DD80-DEFENSE MEDIA ACTIVITY,Retirement,8
DD81-DEFENSE ACQUISITION UNIVERSITY,Retirement,3
DD82-NATIONAL RECONNAISSANCE OFFICE,Retirement,16
DF00-OFFICE OF THE FEDERAL COORDINATOR FOR ALASKA NATURAL GAS TRANSPORTATION PROJECTS,Retirement,0
DG00-NORTHERN BORDER REGIONAL COMMISSION,Retirement,0
"DJ01-OFFICES, BOARDS AND DIVISIONS",Retirement,94
DJ02-FEDERAL BUREAU OF INVESTIGATION,Retirement,613
DJ03-BUREAU OF PRISONS/FEDERAL PRISON SYSTEM,Retirement,1014
DJ06-DRUG ENFORCEMENT ADMINISTRATION,Retirement,208
DJ07-OFFICE OF JUSTICE PROGRAMS,Retirement,14
DJ08-U.S. MARSHALS SERVICE,Retirement,143
DJ09-EXECUTIVE OFFICE FOR U.S. ATTORNEYS AND THE OFFICES OF THE U.S. ATTORNEYS,Retirement,209
DJ10-OFFICE OF THE INSPECTOR GENERAL,Retirement,17
DJ11-U.S. TRUSTEE PROGRAM,Retirement,36
DJ12-EXECUTIVE OFFICE FOR IMMIGRATION REVIEW,Retirement,27
DJ14-COMMUNITY RELATIONS SERVICE,Retirement,0
"DJ15-BUREAU OF ALCOHOL, TOBACCO, FIREARMS, AND EXPLOSIVES",Retirement,144
DLAA-OFFICE OF THE SECRETARY OF LABOR,Retirement,4
DLAM-OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,Retirement,22
DLBL-BUREAU OF INTERNATIONAL LABOR AFFAIRS,Retirement,2
DLCA-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,Retirement,0
DLCF-OFFICE OF THE CHIEF FINANCIAL OFFICER,Retirement,1
DLEH-OFFICE OF DISABILITY EMPLOYMENT POLICY,Retirement,0
DLES-EMPLOYMENT STANDARDS ADMINISTRATION,Retirement,0
DLET-EMPLOYMENT AND TRAINING ADMINISTRATION,Retirement,31
DLIG-OFFICE OF THE INSPECTOR GENERAL,Retirement,11
DLLS-BUREAU OF LABOR STATISTICS,Retirement,37
DLMS-MINE SAFETY AND HEALTH ADMINISTRATION,Retirement,66
DLOF-OFFICE OF FEDERAL CONTRACT COMPLIANCE PROGRAMS,Retirement,15
DLOL-OFFICE OF LABOR-MANAGEMENT STANDARDS,Retirement,2
DLOW-OFFICE OF WORKERS' COMPENSATION PROGRAMS,Retirement,39
DLPA-OFFICE OF PUBLIC AFFAIRS,Retirement,1
DLPE-OFFICE OF THE ASSISTANT SECRETARY FOR POLICY,Retirement,1
DLPW-EMPLOYEE BENEFITS SECURITY ADMINISTRATION,Retirement,20
DLSH-OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION,Retirement,61
DLSL-OFFICE OF THE SOLICITOR,Retirement,15
DLVE-VETERANS EMPLOYMENT AND TRAINING SERVICES,Retirement,8
DLWB-WOMEN'S BUREAU,Retirement,2
DLWH-WAGE AND HOUR DIVISION,Retirement,33
DN00-DEPARTMENT OF ENERGY,Retirement,407
